week_start	sub-Cori/sub-Cori_ses-20161214T120000.nwb	sub-Cori/sub-Cori_ses-20161217T120000.nwb	sub-Cori/sub-Cori_ses-20161218T120000.nwb	sub-Forssmann/sub-Forssmann_ses-20171101T120000.nwb	sub-Forssmann/sub-Forssmann_ses-20171102T120000.nwb	sub-Forssmann/sub-Forssmann_ses-20171104T120000.nwb	sub-Forssmann/sub-Forssmann_ses-20171105T120000.nwb	sub-Hench/sub-Hench_ses-20170615T120000.nwb	sub-Hench/sub-Hench_ses-20170616T120000.nwb	sub-Hench/sub-Hench_ses-20170617T120000.nwb	sub-Hench/sub-Hench_ses-20170618T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171205T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171206T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171207T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171208T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171209T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171210T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171211T120000.nwb	sub-Moniz/sub-Moniz_ses-20170515T120000.nwb	sub-Moniz/sub-Moniz_ses-20170516T120000.nwb	sub-Moniz/sub-Moniz_ses-20170518T120000.nwb	sub-Muller/sub-Muller_ses-20170107T120000.nwb	sub-Muller/sub-Muller_ses-20170108T120000.nwb	sub-Muller/sub-Muller_ses-20170109T120000.nwb	sub-Radnitz/sub-Radnitz_ses-20170108T120000.nwb	sub-Radnitz/sub-Radnitz_ses-20170109T120000.nwb	sub-Radnitz/sub-Radnitz_ses-20170110T120000.nwb	sub-Radnitz/sub-Radnitz_ses-20170111T120000.nwb	sub-Radnitz/sub-Radnitz_ses-20170112T120000.nwb	sub-Richards/sub-Richards_ses-20171029T120000.nwb	sub-Richards/sub-Richards_ses-20171030T120000.nwb	sub-Richards/sub-Richards_ses-20171031T120000.nwb	sub-Richards/sub-Richards_ses-20171101T120000.nwb	sub-Richards/sub-Richards_ses-20171102T120000.nwb	sub-Tatum/sub-Tatum_ses-20171206T120000.nwb	sub-Tatum/sub-Tatum_ses-20171207T120000.nwb	sub-Tatum/sub-Tatum_ses-20171208T120000.nwb	sub-Tatum/sub-Tatum_ses-20171209T120000.nwb	sub-Theiler/sub-Theiler_ses-20171011T120000.nwb
2021-12-13	0	332879362	573267819	0	0	0	0	615890792	0	596786816	0	372211599	619346872	286488802	394827803	0	0	355026576	416303544	429497787	366732376	0	295302320	0	770096828	0	0	346170844	358289768	299965420	0	204150135	544151392	0	971564530	342873376	0	0	0
2022-02-14	311814662	0	0	598021182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-07	311814662	0	573267819	0	347258464	0	280983334	615890792	0	596786816	0	0	619346872	286488802	394827803	0	0	355026576	0	0	0	443613734	295302320	272878128	385048414	283392876	498000376	346170844	358289768	0	315079362	408300270	0	0	485782265	0	0	759859970	0
2022-04-04	23161036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-04-11	308525333	126468973	345227548	264098758	144557026	187700998	159633630	345715945	68348129	174409594	131318189	344548878	639684946	159826558	261216374	168291856	60836234	204892572	126204467	236356412	316432480	128409493	76447751	180209452	359686953	106820840	271588656	152517083	103177935	249572024	100491591	45597820	179813162	232269064	403851587	324923039	399330697	275706161	219215167
2022-04-25	0	0	0	6489926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-16	0	0	0	241296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-06	311814662	332879362	573267819	0	0	310773089	280983334	0	515855832	596786816	0	0	619346872	0	394827803	0	0	355026576	416303544	429497787	366732376	443613734	295302320	272878128	385048414	283392876	498000376	346170844	358289768	299965420	0	204150135	272075696	298044164	0	342873376	439785043	0	335774221
2022-06-20	311814662	332879362	0	0	347258464	310773089	280983334	615890792	0	596786816	394403936	372211599	619346872	286488802	0	267104144	216191784	355026576	416303544	429497787	366732376	0	295302320	272878128	385048414	283392876	498000376	346170844	358289768	299965420	315079362	204150135	272075696	0	0	342873376	439785043	379929985	335774221
2022-06-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485782265	0	0	0	0
2022-07-04	408123789	0	0	529759065	0	310773089	0	615890792	0	596786816	0	372211599	619346872	572977604	789655606	0	0	0	416303544	429497787	366732376	443613734	295302320	545756256	385048414	0	498000376	692341688	358289768	0	315079362	0	0	298044164	485782265	0	0	379929985	335774221
2022-07-11	227928582	248993282	433503958	247808136	249634044	226887009	146800640	335544320	427256916	387071616	220326204	204205500	413124828	259211710	241721591	162594776	122210821	266324188	290474424	299121272	167772160	289552084	161466588	185523565	275544342	73677676	281016857	214036152	253432168	253442272	244863770	120264055	223827084	151243524	245352668	231710204	392962788	205400548	168002061
2022-07-25	0	0	0	0	0	0	0	0	0	0	0	226492416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-08-01	0	0	0	0	0	159778145	155154214	209715200	0	0	0	0	226492416	0	327718939	0	3891452112	0	214976952	0	0	0	0	0	0	176160768	0	304227804	0	201326592	0	3392231280	109051904	134217728	0	0	0	0	0
2022-08-08	0	332879362	573267819	422784529	347258464	0	0	0	0	596786816	0	0	0	286488802	0	267104144	4107643896	0	0	429497787	0	0	590604640	0	0	0	0	0	358289768	0	0	3878852565	0	0	485782265	342873376	439785043	0	335774221
2022-08-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2161917840	0	0	0	0	0	0	272878128	0	0	0	0	0	0	0	1633201080	0	0	0	0	0	0	609684238
2022-08-22	0	0	573267819	422784529	347258464	310773089	280983334	0	515855832	596786816	0	372211599	0	572977604	0	267104144	1729534272	0	0	429497787	366732376	0	295302320	0	385048414	283392876	498000376	692341688	0	299965420	0	1633201080	272075696	0	0	0	0	379929985	0
2022-08-29	18213382	47666690	0	296971976	295146497	0	186346181	197396256	0	0	0	0	0	0	0	0	3026684976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3536984048	0	0	0	0	0	0
2022-09-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3891452112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4897362528	0	0	0	0	0	0
2022-09-19	297848	320224	564488	25574515	31696826	373552	276208	237112	521008	370040	480032	171176	436720	238152	408464	407464	274840	604360	458456	233696	250712	329328	416480	279152	324912	122072	278064	589472	407400	373152	124792	309064	349232	304536	415808	278592	150320	284168	481672
2022-09-26	311814662	0	0	0	0	0	0	0	0	197528984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-10-03	619232	0	0	472523948	0	0	0	0	0	0	0	414160	0	87848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-10-10	0	0	0	602015952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-10-17	0	332879362	573267819	422784529	347258464	0	280983334	615890792	515855832	596786816	0	0	619346872	286488802	394827803	0	0	355026576	0	429497787	0	443613734	0	272878128	770096828	283392876	498000376	0	0	299965420	315079362	0	272075696	596088328	485782265	342873376	439785043	0	671548442
2022-11-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206230249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-11-14	0	0	0	15728640	10485760	0	21800353	0	15728640	10485760	10485760	15728640	20971520	16856704	0	15728640	0	22763100	10485760	0	15728640	22132297	15728640	15728640	20971520	15728640	15728640	21112284	15728640	31457280	20971520	26214400	20971520	20971520	15728640	15728640	29864296	20971520	20971520
2022-11-28	549180082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-12-12	117860588	68287618	168395422	128047931	186778195	312764262	244445807	277959572	340009857	277395947	209574698	300885161	183425406	176658209	127882490	210834731	211264635	239401205	174931752	192915513	277792255	245375786	214948361	252643058	217968337	387423707	189699149	223313922	224737520	232036567	240896685	190261836	191223700	190128225	212692868	90255040	170187250	157644399	128113412
2022-12-19	311814662	0	573267819	422784529	0	310773089	280983334	615890792	515855832	596786816	394403936	372211599	619346872	286488802	394827803	267104144	216191784	355026576	416303544	429497787	366732376	443613734	295302320	272878128	385048414	283392876	498000376	346170844	358289768	299965420	315079362	204150135	272075696	298044164	485782265	342873376	439785043	379929985	335774221
2023-01-02	252973002	275870513	200182785	250452163	220323790	15794632	181103659	321528007	181205495	197528280	230013872	224604737	164414465	243119410	155355310	314757886	191423675	250951245	249687625	176259970	204032835	309617021	0	300557866	360882742	347575463	276499619	107574168	158372637	246799384	132527032	186840972	53621174	136009790	38922017	32916544	125625176	163915383	39784749
2023-01-16	311814662	0	0	422784529	347258464	310773089	280983334	0	414963237	0	167911520	0	0	0	0	0	0	0	0	0	366732376	443613734	0	272878128	385048414	283392876	498000376	0	358289768	299965420	315079362	204150135	272075696	298044164	485782265	342873376	439785043	0	335774221
2023-01-30	853575011	218363707	138962464	112350500	98979990	178448106	186807211	184849942	265976649	224469195	204392733	82787738	236548560	166535299	214348464	145565213	176390822	157211626	215345552	251777622	246932995	123101468	276133100	178114410	138462389	176424473	142810693	275600367	228815747	152998036	277888642	137037080	239135694	175792608	280906728	234024962	49871139	221184701	0
2023-02-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202836462
2023-02-13	33942022	39278082	38494059	45297169	37928544	38143329	39810854	44416872	43996632	46284416	43130976	47153039	47872952	40073442	48797723	41660304	32690984	40453776	38816184	46767547	46916696	45154854	38401200	36948528	39018334	36977516	47112696	47326684	48959848	48307180	42449602	46863735	46631856	41143044	40137465	44029216	46569043	44385665	42172941
2023-02-20	0	0	0	0	0	0	0	0	0	0	0	285212672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-02-27	311814662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-04-03	0	0	0	0	0	0	0	509690576	339872604	140918960	372355327	0	0	378030911	314158789	343721606	0	0	257916706	378463684	0	0	0	0	113808687	212489141	0	0	0	0	0	102727775	0	0	0	0	0	0	0
2023-04-10	0	0	0	0	0	310773089	0	0	0	0	0	734982487	75620371	0	0	0	0	0	416303544	0	0	0	260371181	0	167099862	283392876	0	259906688	0	299965420	0	0	0	0	0	321124305	0	0	0
2023-04-17	104286805	0	153726109	0	116000520	247032072	124462399	249488423	232963842	0	0	0	0	0	0	0	0	0	0	0	0	208079218	0	218532900	0	0	0	0	81624906	0	275434926	0	0	0	0	0	114705953	0	0
2023-04-24	0	0	0	274837595	0	0	0	0	0	70013082	257683908	92939554	265480326	331846202	189030819	0	0	79368530	211962864	0	0	0	0	0	0	247830316	0	0	0	0	0	0	0	0	119349612	249154782	0	386722609	192116276
2023-05-01	0	152866191	0	0	285855067	0	0	0	0	0	0	0	0	0	0	156913457	211629168	0	282634068	347834353	230872907	0	334862481	0	182396405	0	64173050	191320901	0	270988483	0	239701140	241092908	202501828	0	0	0	467584963	0
2023-05-08	16490985	0	0	0	0	0	232000267	0	63740332	0	369802603	60423015	0	0	81857649	120878743	864767136	0	106875939	0	66693061	382843708	435533027	449702155	0	0	0	0	0	0	0	0	816227088	0	258382192	0	489023184	0	0
2023-05-15	0	378568686	81160413	422784529	0	536140543	120149677	0	515855832	596786816	0	569240742	819624209	286488802	394827803	267104144	432383568	31422885	416303544	728427390	366732376	257783978	295302320	272878128	385048414	437715433	745033331	0	594703655	423534250	362502618	325535994	1611492407	319114265	0	342873376	439785043	469851329	335774221
2023-05-22	441816165	0	405640101	162665360	0	0	107439619	0	102463202	261898546	0	397477384	0	0	0	0	0	0	0	177552661	137302481	0	68716639	324711548	39652021	0	0	130069688	0	0	0	239200127	0	0	280078530	193477207	172805290	0	29331067
2023-05-29	311814662	675392315	915878856	424833473	68468857	220918307	280983334	0	515855832	596786816	394403936	0	619346872	0	394827803	483310607	1676328720	355026576	416303544	429497787	269795862	443613734	335226241	272878128	385048414	283392876	639912037	346170844	358289768	299965420	0	204150135	2612331136	537279818	721000607	0	484877974	145366121	459173858
2023-06-05	72533976	0	0	267945263	60689409	0	0	0	108801433	0	151404362	111088701	0	0	0	0	0	0	63274846	0	0	0	0	276530346	238371101	0	0	133123370	338845259	0	178979018	0	6370944	0	0	283530451	0	159069818	0
2023-06-12	861587906	332879362	573267819	425017809	0	310773089	476585127	791682572	0	0	394403936	372211599	703326348	367517370	14930962	267104144	648575352	94301368	416303544	112585119	0	191722782	0	272878128	391452071	474880101	498000376	692341688	358289768	358562956	315079362	723222714	1904529872	298044164	485782265	342873376	439785043	379929985	335774221
2023-06-19	0	0	0	573148803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-26	31057414	0	268564017	477859276	52294832	239204817	12807314	103392298	188436357	0	0	0	0	169889026	0	0	779871367	85075006	0	0	0	41045665	0	46287483	0	0	122971554	0	0	64471219	141885294	0	544151392	0	0	0	0	0	0
2023-07-03	0	135347971	0	330520305	0	0	0	0	0	205159147	19908262	169891012	12774601	0	55744822	0	0	0	299425043	0	192347253	0	280578550	0	199983748	214912834	0	43069353	189729048	0	0	0	0	80565068	316018857	0	0	0	0
2023-07-10	104656028	0	0	136996268	0	0	0	0	0	0	0	0	0	123171584	86870476	0	1945726056	0	0	38025744	41477500	208249404	0	136310000	0	204467484	0	0	88994124	0	0	46786620	3120268240	314764452	0	0	0	0	42074776
2023-07-17	391483237	332879362	0	2191368	542779072	631435550	0	615890792	515855832	596786816	660855396	372211599	0	0	0	267104144	1216025277	633954468	416303544	629480652	0	0	0	0	385048414	283392876	206523830	346170844	0	632770422	0	0	1360378480	298044164	536673639	232539456	324115210	0	335774221
2023-07-24	0	220154652	0	1376040	0	0	0	198720901	350487147	0	0	374681929	0	349861683	229943811	0	3322876795	0	0	290933210	499677006	0	0	0	213651973	176058064	0	0	0	0	175793601	0	4436313724	0	134913322	0	0	0	304965085
2023-07-31	52734464	0	24056481	225297917	0	0	0	0	0	10087328	6370944	0	6370944	0	0	0	432383568	11215516	0	18382828	13870076	9423688	0	0	6403657	0	10750968	10020964	0	0	10153692	22231940	556726901	0	0	0	0	0	0
2023-08-07	234132192	0	0	103795772	245347708	0	8096408	13936440	0	228623980	49042996	0	0	0	18183736	0	432383568	2190012	186415648	9490052	0	0	0	0	0	0	0	107907864	348543728	249261528	38756576	50170356	272075696	0	0	0	0	0	0
2023-08-14	8826412	0	102532380	111863840	0	274878860	0	0	0	0	412120440	0	0	0	0	0	0	0	55347576	282309972	98616076	22987283	96957804	0	0	546437036	43070236	264592440	0	111026972	0	0	0	0	0	0	0	108836960	0
2023-08-21	311814662	18994349	0	149567172	0	34044732	245545144	275410600	41942048	0	0	38557484	0	0	0	33447456	6767047560	75124048	0	0	0	0	0	147527172	0	0	38292028	0	0	0	203671116	266516996	6855713604	237848576	0	0	22762852	0	0
2023-08-28	19975564	292863504	218337560	3470232	64903992	0	0	0	0	71474028	0	0	370376656	0	339186404	0	6918137088	0	0	0	163652796	449549736	0	0	169493656	0	0	156088128	98616904	166904632	0	0	8434346576	0	239638748	0	0	0	191592868
2023-09-04	0	0	0	327681448	0	0	37495660	0	228224968	0	0	0	0	0	0	817266864	216191784	239241392	0	439328024	0	0	0	0	0	0	0	313369152	72667752	102928080	0	0	911675224	0	290674320	14931900	0	0	0
2023-09-11	0	6370944	0	2049512	326045504	0	0	0	0	0	0	0	28536520	203271276	0	0	0	0	110627960	0	0	0	196371076	0	255699664	0	0	0	217873012	0	0	0	256495204	264526904	90852316	0	0	193782880	142018960
2023-09-18	0	0	396191424	2261944	51033916	0	317949096	456782584	173740952	0	0	0	0	0	108039764	0	0	0	0	71075844	0	360222964	354450124	0	0	272423392	0	0	0	0	0	0	26212952	0	0	0	325979140	0	0
2023-09-25	324452362	332879362	573267819	426040969	347258464	417485573	22829216	824936564	515855832	596786816	394403936	0	0	286488802	394827803	0	2320793256	532218456	0	429497787	366732376	0	295302320	272878128	543260190	283392876	718128108	346170844	358289768	299965420	626127430	204150135	2492281584	298044164	485782265	342873376	439785043	411319329	335774221
2023-10-02	0	421476108	0	477720	118392548	39420216	0	0	37230204	0	0	0	0	6370944	25550140	0	255302308	0	86271544	167900920	0	21634664	0	0	347678512	0	0	0	0	0	0	192786592	161130964	0	0	0	0	0	0
2023-10-09	77994824	0	0	109897956	196521521	0	8826412	105848924	0	171086392	231942180	34442916	329098248	0	0	316954464	0	0	0	0	0	0	0	17187448	0	26346508	0	239043128	0	0	165910000	0	0	281117076	0	0	0	0	0
2023-10-16	0	0	43402056	330408	0	232072424	0	0	0	0	0	0	0	0	0	0	0	61784884	0	0	200883828	33447456	293926156	0	0	0	33313900	0	10485512	707440520	0	0	0	0	207387500	118791560	0	0	8760048
2023-10-23	0	0	0	578208	0	0	0	400142408	43996632	8428228	0	0	0	0	0	0	1295956496	0	0	0	0	0	0	0	0	0	0	0	78773240	0	0	0	1088302784	0	0	0	0	39619308	0
2023-10-30	15263720	0	0	85984	0	0	0	0	308457388	0	184890104	69549472	0	15130992	0	0	3592261092	0	0	298104604	0	0	0	0	396822060	0	212099344	295839196	0	0	0	0	4625286832	0	100539804	27408332	0	6370944	0
2023-11-06	0	0	16391908	0	0	136908104	263730536	16591000	8959140	36366644	0	0	36234744	0	0	0	0	37097476	0	0	0	0	0	0	0	43932140	0	24487488	0	106713312	0	0	0	105717024	0	0	193782880	0	0
2023-11-13	0	0	0	592374600	45127520	0	0	0	0	0	0	0	0	0	19245560	39685672	2378109624	0	92245960	0	149717184	110164240	82955000	221787660	0	0	0	0	0	0	27209240	0	3536984048	0	0	0	0	0	32385632
2023-11-20	311814662	332879362	573267819	1065326042	0	0	0	615890792	515855832	596786816	0	372211599	0	286488802	0	267104144	216191784	355026576	416303544	429497787	0	443613734	0	272878128	385048414	0	498000376	346170844	0	0	315079362	0	272075696	298044164	485782265	342873376	439785043	379929985	0
2023-11-27	0	332879362	0	140784	347258464	310773089	0	615890792	515855832	596786816	394403936	372211599	619346872	0	0	0	216191784	0	416303544	429497787	366732376	443613734	0	272878128	0	283392876	0	346170844	358289768	0	315079362	0	544151392	298044164	485782265	0	0	0	335774221
2023-12-04	311814662	0	0	46819041	0	0	39810854	44416872	12539352	0	0	0	0	0	0	0	0	10485760	0	46767547	46916696	45154854	38401200	36948528	39018334	36977516	47112696	47326684	48959848	48307180	42449602	46863735	46631856	41143044	40137465	44029216	46569043	44385665	42172941
2023-12-11	0	0	0	706456	0	0	0	0	0	0	0	0	0	0	0	0	2378109624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2720756960	0	0	0	0	0	0
2023-12-18	0	0	0	0	0	0	0	0	52035398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-01	151110828	202609292	226897688	214022244	246144076	301823472	110628788	73000400	116402456	15197356	187810120	300628920	368650364	352192092	265786164	321067376	2186161172	202805900	350996712	263331524	225635944	213824808	327373612	328035596	167434716	277797220	277600612	139363572	259615968	290871756	315627184	204467484	1578516948	182301080	256559084	285166108	244484148	240037760	258486952
2024-01-15	3784802774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46985712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11746428	0	0	0	0	0	0	0
2024-01-22	325883460	2946562	580929225	441703763	11496824	10513618	2256042514	6577568	526526112	15506304	402514772	378250723	10325488	10944706	399166238	5597032	1743124664	10023576	8737652	8648435	8982124	10286420	14450204	4602584	394377336	13280604	8393172	12905264	13380916	10822952	15575110	759634731	553338088	302734816	12078248	353007072	4562086	1766785	4198400
2024-01-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648575352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544151392	0	0	0	0	0	0
2024-02-05	22431032	332879362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-02-19	311814662	0	573267819	0	347258464	310773089	280983334	615890792	515855832	596786816	394403936	372211599	0	0	394827803	267104144	216191784	355026576	0	0	366732376	443613734	295302320	0	0	0	498000376	346170844	0	0	315079362	204150135	0	298044164	485782265	0	0	379929985	335774221
2024-02-26	1385771446	332879362	0	0	0	0	0	615890792	0	596786816	0	0	0	0	0	0	0	0	0	0	0	443613734	0	0	0	0	0	0	358289768	0	0	0	272075696	0	0	0	439785043	0	0
2024-03-04	0	0	0	165460036	146133528	227761248	0	0	0	209112136	0	0	0	0	0	0	0	0	266384268	0	0	0	0	0	0	0	0	0	267512456	0	0	0	0	0	0	0	0	0	0
2024-03-11	75146507	28629891	25465828	34244937	34683716	26325125	24900170	315132548	121896954	28979377	67427078	24024368	22949036	6370944	200085804	37784576	2190012	182102588	24864565	38579743	8149720	33714090	6433364	6370944	54246544	29665169	64405291	125827020	6304580	3583568	29180330	20971624	7646092	31457704	32651088	132662804	223324963	3956797	127848437
2024-03-18	14312256	22273616	17435323	24216938	17535120	6570036	9848012	6968220	10125044	9865364	16008152	19077943	73703108	1919202	8983915	53268840	47431088	5062988	18094976	13584204	14623064	17757166	11086316	150551932	12656132	3790552	12337652	11542268	22713628	20921520	10643744	175265668	22606456	16038896	8277173	85392060	2190012	17337282	14794509
2024-03-25	10451728	7815686	6418899	57253017	9995072	20324074	12009350	67999124	22647808	5251960	12741888	22049493	10681928	12985574	9630586	18217232	10507060	12915464	382828680	11460556	14623064	34393148	12864964	20202448	15519480	17257784	133852016	19693624	21314292	9207600	14845106	11179749	16909540	16766620	30267659	8409668	7027057	6370944	10087630
2024-04-01	6459306	9577254	1773419	0	7540240	6736578	8905846	10393196	8347540	0	63509520	9720619	1977272	1919202	8121183	6304580	5043664	45679160	8671288	7034584	1881176	0	415057448	6238216	6769128	0	2618352	8989788	0	10690224	8208706	6105488	0	2787288	1839865	5465032	4624655	8137729	0
2024-04-08	633128056	332879362	573267819	0	347258464	310773089	219947066	0	0	0	0	628887057	1266314088	0	0	0	0	0	0	0	0	8872	295302320	615325304	0	206544752	0	0	358289768	977913732	0	204150135	272075696	298044164	485782265	342873376	949044004	379929985	425087974
