week_start	sub-1/sub-1_ses-1_ecephys+image.nwb	sub-1/sub-1_ses-1_ecephys.nwb	sub-10/sub-10_ses-10_ecephys+image.nwb	sub-10/sub-10_ses-10_ecephys.nwb	sub-11/sub-11_ses-11_ecephys+image.nwb	sub-11/sub-11_ses-11_ecephys.nwb	sub-12/sub-12_ses-12_ecephys+image.nwb	sub-12/sub-12_ses-12_ecephys.nwb	sub-13/sub-13_ses-13_ecephys+image.nwb	sub-13/sub-13_ses-13_ecephys.nwb	sub-14/sub-14_ses-14_ecephys+image.nwb	sub-14/sub-14_ses-14_ecephys.nwb	sub-15/sub-15_ses-15_ecephys+image.nwb	sub-15/sub-15_ses-15_ecephys.nwb	sub-16/sub-16_ses-16_ecephys+image.nwb	sub-16/sub-16_ses-16_ecephys.nwb	sub-17/sub-17_ses-17_ecephys+image.nwb	sub-17/sub-17_ses-17_ecephys.nwb	sub-18/sub-18_ses-18_ecephys+image.nwb	sub-18/sub-18_ses-18_ecephys.nwb	sub-19/sub-19_ses-19_ecephys+image.nwb	sub-19/sub-19_ses-19_ecephys.nwb	sub-2/sub-2_ses-2_ecephys+image.nwb	sub-2/sub-2_ses-2_ecephys.nwb	sub-3/sub-3_ses-3_ecephys+image.nwb	sub-3/sub-3_ses-3_ecephys.nwb	sub-4/sub-4_ses-4_ecephys+image.nwb	sub-4/sub-4_ses-4_ecephys.nwb	sub-5/sub-5_ses-5_ecephys+image.nwb	sub-5/sub-5_ses-5_ecephys.nwb	sub-6/sub-6_ses-6_ecephys+image.nwb	sub-6/sub-6_ses-6_ecephys.nwb	sub-7/sub-7_ses-7_ecephys+image.nwb	sub-7/sub-7_ses-7_ecephys.nwb	sub-8/sub-8_ses-8_ecephys+image.nwb	sub-8/sub-8_ses-8_ecephys.nwb	sub-9/sub-9_ses-9_ecephys+image.nwb	sub-9/sub-9_ses-9_ecephys.nwb
2023-06-12	15462024	5145816	2912608	2374016	4063068	0	4934586	0	4393710	0	8815032	0	14803092	0	8020236	0	8557212	0	6998104	0	5235903	0	5751472	0	6321693	0	4140346	0	3598862	0	4173354	0	2427580	0	8908872	0	6018069	0
2023-06-19	5154008	0	0	7002640	1354356	0	2467293	0	0	0	2938344	0	4934364	0	2673412	0	4278606	0	3499052	0	1745301	0	2875736	0	2107231	0	0	0	1799431	0	1391118	0	0	0	2969624	0	2006023	0
2023-06-26	0	5145816	1456304	10401664	1354356	2702168	0	0	2196855	2193862	2938344	2979816	0	4927264	0	0	4278606	0	3499052	3495881	1745301	1742029	2875736	0	0	2103815	0	2067525	0	1796607	1391118	0	0	2423318	2969624	2966992	2006023	1997159
2023-07-03	5154008	0	1456304	3170216	1354356	0	4934586	0	4393710	0	5876688	0	4934364	0	2673412	0	4278606	0	6998104	0	0	0	5751472	0	4214462	0	2070173	0	1799431	0	2782236	0	4855160	0	2969624	0	4012046	0
2023-07-10	5154008	0	1456304	1587704	0	0	2467293	0	2196855	0	0	0	4934364	0	2673412	0	4278606	0	0	0	0	0	2875736	0	0	0	0	0	0	0	1391118	0	2427580	0	2969624	0	0	0
2023-07-17	0	0	0	1613344	0	0	0	0	2196855	0	2938344	0	4934364	0	2673412	0	0	0	3499052	0	0	0	2875736	0	0	0	0	0	1799431	0	1391118	0	2427580	0	0	0	0	0
2023-07-24	0	0	0	3253720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2777548	0	0	0	0	0	0
2023-07-31	0	5145816	0	3422592	0	1351084	0	0	0	0	0	0	0	4927264	0	2667796	0	0	0	3495881	0	0	0	0	0	0	0	2067525	0	1796607	0	1388774	0	2423318	0	2966992	0	1997159
2023-08-07	0	0	0	1637128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-14	0	58268470	0	1775064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-21	0	0	0	1773816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-28	0	0	0	3413872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2777548	0	0	0	0	0	0
2023-09-04	0	0	0	2003336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3499052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-11	0	0	0	1766760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-18	0	0	0	1714168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-25	5154008	0	0	1723192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2070173	12405150	0	0	0	1388774	0	0	0	0	0	0
2023-10-02	5154008	0	1456304	464912	0	0	4934586	0	4393710	0	0	0	0	0	0	0	4278606	0	0	0	0	0	2875736	0	0	0	0	4135050	1799431	0	0	0	0	0	0	0	2006023	0
2023-10-09	0	0	0	923992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-16	0	0	0	876312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-23	0	0	0	2046304	0	1351084	0	2463857	0	0	0	2979816	0	4927264	0	2667796	0	4275991	0	3495881	1745301	1742029	0	0	0	2103815	0	10337625	0	1796607	0	2777548	0	2423318	0	2966992	0	1997159
2023-10-30	5154008	20583264	0	129800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2875736	2869600	0	0	0	0	0	0	0	1388774	0	0	2969624	0	0	0
2023-11-06	0	0	0	1709480	0	1351084	0	2463857	0	2193862	0	2979816	0	4927264	0	2667796	0	0	0	3495881	0	1742029	0	2869600	0	2103815	0	2067525	0	1796607	0	0	0	2423318	0	2966992	0	1997159
2023-11-13	0	19826484	0	4736848	1354356	0	2467293	0	0	0	0	0	4934364	0	2673412	0	0	0	0	0	1745301	0	2875736	0	2107231	0	2070173	10337625	1799431	0	1391118	1388774	2427580	0	2969624	0	2006023	0
2023-11-20	0	0	0	4066808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4135050	0	0	0	0	0	0	0	0	0	0
2023-11-27	5154008	5145816	1456304	1831008	1354356	1351084	2467293	2463857	2196855	2193862	2938344	2979816	4934364	4927264	2673412	2667796	4278606	4275991	3499052	3495881	1745301	1742029	2875736	0	2107231	2103815	2070173	2067525	1799431	1796607	1391118	1388774	2427580	2423318	2969624	2966992	2006023	1997159
2023-12-04	0	5145816	0	1789016	0	1351084	0	2463857	0	2193862	0	2979816	0	4927264	0	2667796	0	4275991	0	3495881	0	1742029	0	2869600	0	2103815	0	2067525	0	1796607	0	1388774	0	2423318	0	2966992	0	1997159
2023-12-11	0	0	0	1452920	0	0	0	0	0	0	0	2979816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4135050	0	0	0	1388774	0	0	0	0	0	0
2023-12-25	0	9519340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-01	10308016	0	1456304	2905840	1354356	0	2467293	0	2196855	0	2938344	0	4934364	0	2673412	0	4278606	0	0	0	1745301	0	2875736	0	2107231	0	2070173	0	1799431	0	1391118	2777548	2427580	0	2969624	0	2006023	0
2024-01-08	5154008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-15	0	10291632	0	2905840	0	4053252	0	4927714	0	2193862	0	2979816	0	14781792	0	2667796	0	8551982	0	6991762	0	1742029	0	2869600	0	0	0	4135050	0	3593214	0	2777548	0	4846636	0	2966992	0	1997159
2024-01-22	0	5568180	0	3417840	0	2702168	0	3185764	0	4899724	0	4835528	0	524064	0	2161764	0	2673764	0	4835528	0	1231258	0	4940328	0	4719630	0	2067525	0	4748230	0	4678322	0	4835528	0	4299400	0	4557877
2024-02-05	0	5145816	0	1452920	0	0	0	2463857	0	2193862	0	2979816	0	0	0	0	0	4275991	0	3495881	0	0	0	0	0	2103815	0	4135050	0	1796607	0	1388774	0	2423318	0	2966992	0	0
2024-02-12	5154008	10291632	1456304	2905840	1354356	2702168	2467293	4927714	2196855	2193862	2938344	5959632	4934364	9854528	2673412	2667796	0	8551982	3499052	6991762	1745301	1742029	2875736	5739200	2107231	2103815	2070173	4135050	1799431	3593214	1391118	1388774	0	4846636	2969624	5933984	0	3994318
2024-02-19	0	5145816	0	1452920	0	1351084	0	2463857	0	2193862	0	2979816	0	4927264	0	2667796	0	4275991	0	3495881	0	1742029	0	2869600	0	2103815	0	45485550	0	0	0	1388774	0	0	0	2966992	0	1997159
2024-02-26	0	0	0	1452920	0	1351084	0	2463857	0	2193862	0	2979816	0	4927264	0	2667796	0	0	0	6991762	0	0	0	0	0	4207630	0	4135050	0	0	0	1388774	0	0	0	0	0	0
2024-03-04	0	0	0	4358760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-11	5154008	7825092	1456304	1452920	2708712	3108552	4934586	4500120	2196855	6842582	2938344	9851604	0	9714864	0	4704060	4278606	8986016	3499052	4835528	3490602	1616528	0	10554024	2107231	4594127	4140346	4009549	0	5776318	1391118	5941594	2427580	512000	5939248	2161764	2006023	6993092
2024-03-18	0	5145816	0	1452920	1354356	1351084	0	4927714	0	2193862	0	2979816	0	4927264	0	2667796	0	4275991	0	0	0	1742029	0	0	0	4207630	0	2067525	0	0	0	1388774	0	2423318	0	0	0	0
2024-03-25	5154008	10558852	1456304	1024000	1354356	2414852	2467293	8113478	2196855	3729862	0	7189580	4934364	10364428	2673412	8026116	8557212	8021292	3499052	8021292	1745301	32587780	2875736	5557128	2107231	5231630	2070173	12917150	1799431	2308607	0	8332644	0	3185764	0	52307400	0	3124277
2024-04-01	0	4901036	0	0	0	20266260	0	2673764	0	0	0	512000	0	98531116	0	517396	0	4787991	0	512000	0	1742029	0	4323528	0	4207630	0	23254775	0	1796607	0	1900774	0	53563442	0	2673764	0	2560718
2024-04-08	5154008	118353768	0	1452920	0	0	0	0	0	28520206	0	0	0	0	0	0	0	85519820	0	62925858	0	0	0	0	0	2103815	0	10337625	0	0	0	0	0	0	0	0	0	55920452
2024-04-15	0	123254804	0	512000	0	1882968	0	5137621	0	4899724	0	39249608	0	5451328	0	5346956	0	88193584	0	17991405	0	4099687	0	43660800	0	4719630	0	8782100	0	2308607	0	4166322	0	5358636	0	34798676	0	28523785
2024-04-22	10308016	9534852	5825216	0	1354356	1351084	2467293	56668711	0	2193862	0	47677056	4934364	0	2673412	2667796	4278606	141107703	6998104	0	1745301	1742029	2875736	2869600	2107231	2103815	0	14472675	1799431	1796607	1391118	2777548	2427580	2423318	2969624	50438864	2006023	3994318
2024-04-29	5154008	0	0	2905840	0	0	0	64060282	0	0	0	0	0	0	0	0	0	76967838	0	0	0	0	0	0	0	0	0	39282975	0	0	0	68049926	0	0	0	0	0	45934657
2024-05-06	0	0	0	0	0	0	0	46813283	0	0	0	62576136	0	140125156	0	53355920	0	47035901	0	55934096	0	0	0	0	0	0	0	0	0	30542319	0	0	0	26656498	0	0	0	0
2024-05-13	5154008	0	2912608	0	0	17564092	2467293	0	2196855	46071102	5876688	0	9868728	0	5346824	0	4278606	0	3499052	0	1745301	27872464	0	51652800	2107231	21038150	2070173	51688125	1799431	0	2782236	0	2427580	0	2969624	5933984	2006023	0
2024-05-20	0	118353768	0	0	0	0	0	49277140	0	0	0	35757792	0	0	0	0	0	0	0	94388787	0	0	0	0	0	0	0	55823175	0	0	0	36108124	0	0	0	0	0	0
2024-05-27	0	5145816	0	21793800	0	1351084	0	4927714	0	37295654	0	0	0	157672448	0	69362696	0	4275991	0	3495881	0	1742029	0	2869600	0	35626280	0	4135050	0	0	0	19442836	0	2423318	0	8900976	0	23965908
2024-06-03	0	0	0	0	0	70256368	0	44349426	0	41683378	0	0	0	0	0	0	0	0	0	0	0	78391305	0	0	0	0	0	0	0	23355891	0	0	0	0	0	44504880	0	0
2024-06-10	0	0	0	5811680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45913600	2107231	0	0	0	0	0	0	0	0	0	0	86042768	0	0
2024-06-24	0	20583651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1391118	0	0	0	0	0	0	0
2024-07-01	0	5145816	0	3377552	0	1351084	0	0	0	2193862	0	2979816	0	4927264	0	2667796	0	4275991	0	3495881	0	0	0	2869600	0	0	0	2067525	0	1796607	0	0	0	2423318	0	2966992	0	1997159
2024-07-08	0	5539032	0	3299056	0	3135748	0	5320930	0	4780940	0	2979816	0	10325344	0	5269132	0	17497180	0	4282313	0	3915367	0	5739200	0	6704661	0	6242388	0	3986430	0	2777548	0	7269954	0	9294192	0	3994318
2024-07-15	0	5145816	0	2905840	0	1351084	0	0	0	2193862	0	2979816	0	0	0	2667796	0	4275991	0	3495881	0	1742029	0	2869600	0	2103815	0	4135050	0	1796607	0	1388774	0	2423318	0	2966992	0	1997159
2024-07-22	0	4389036	0	1452920	0	1351084	0	0	0	2193862	2190012	2751336	4446388	4389036	2673412	0	0	0	3499052	0	1745301	0	2875736	2161764	0	2103815	0	4135050	1799431	1796607	0	1388774	0	0	2190012	2966992	0	1997159
2024-07-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4275991	0	0	0	0	0	0	0	2103815	0	22742775	0	0	0	0	0	0	0	0	0	0
2024-08-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8270100	0	0	0	0	0	0	0	0	0	0
2024-08-19	10308016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	0	5145816	0	1452920	0	1351084	0	2463857	2196855	2193862	2938344	2979816	0	4927264	2673412	2667796	0	6437755	6998104	3495881	1745301	1742029	0	5031364	6321693	2103815	2070173	8270100	3598862	1796607	0	4166322	0	2423318	0	2966992	2006023	1997159
2024-09-02	0	0	2912608	0	1354356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1745301	0	0	0	4214462	4207630	2070173	6202575	1799431	0	0	0	0	0	0	0	0	0
2024-09-09	0	0	0	0	0	9457588	0	0	0	6581586	0	0	0	29563584	0	0	0	4275991	0	0	0	0	0	2869600	0	0	0	6202575	0	1796607	0	0	0	2423318	0	0	2006023	1997159
2024-09-16	0	15830664	0	1846136	0	4053252	0	7744726	0	4780940	0	12312480	0	14781792	0	5775164	0	12827973	0	14811171	0	2173338	0	2869600	0	4600846	0	8270100	0	3986430	0	3170764	0	2816534	0	5933984	0	4418613
2024-09-23	0	36020712	0	10170440	0	10808672	0	17246999	0	15357034	0	20858712	0	34490848	0	18674572	0	29931937	0	24471167	0	12194203	0	20087200	0	14726705	0	45485550	0	12576249	0	9721418	0	16963226	0	20768944	0	13980113
2024-09-30	0	15437448	0	4358760	0	6755420	0	9855428	0	10969310	0	8939448	0	19709056	0	13338980	0	17103964	0	13983524	0	10452174	0	14348000	0	8415260	0	45485550	0	1796607	0	5555096	0	12116590	0	20768944	0	9985795
2024-10-07	5154008	0	0	0	0	0	0	2463857	0	2193862	2938344	0	0	0	2673412	2667796	0	0	0	3495881	1745301	0	2875736	0	2107231	0	0	24810300	1799431	0	0	0	2427580	0	2969624	0	2006023	1997159
2024-10-14	10308016	0	4368912	0	0	0	0	0	0	0	2938344	0	0	0	2673412	0	0	0	0	0	1745301	0	0	0	0	0	2070173	53755650	0	0	1391118	0	0	0	2969624	0	2006023	0
