date	bytes_sent	number_of_requests	number_of_downloads
2023-02-22	192582684492	22960	0
2023-02-26	4942159964	590	0
2023-04-11	349830476972	23	2
2023-04-12	997262581146	70	6
2023-04-13	258661555456	21	4
2023-04-14	477904466378	38	7
2023-04-15	426861310038	32	7
2023-04-16	321969388562	22	0
2023-05-08	312576424136	37264	0
2023-05-09	366824013518	43732	0
2023-05-14	37972618	2	2
2023-05-19	3225291143	1	1
2023-05-23	483456	920	0
2023-05-25	483456	920	0
2023-05-26	2793142176	923	3
2023-05-27	241728	460	0
2023-05-28	241728	460	0
2023-05-29	241728	460	0
2023-05-30	241728	460	0
2023-05-31	241728	460	0
2023-06-01	9087197788	462	2
2023-06-02	241728	460	0
2023-06-03	241728	460	0
2023-06-04	241728	460	0
2023-06-05	241728	460	0
2023-06-06	241728	460	0
2023-06-07	241728	460	0
2023-06-08	241728	460	0
2023-06-09	241728	460	0
2023-06-10	241728	460	0
2023-06-11	241728	460	0
2023-06-12	241728	460	0
2023-06-13	241728	460	0
2023-06-14	241728	460	0
2023-06-15	1593920273	498	2
2023-06-16	3236884315	1128	0
2023-06-17	483456	920	0
2023-06-18	241728	460	0
2023-06-19	241728	460	0
2023-06-20	241728	460	0
2023-06-21	241728	460	0
2023-06-22	85864	199	0
2023-06-23	241728	460	0
2023-06-24	483456	920	0
2023-06-25	226258061	947	0
2023-06-26	116781809	488	0
2023-06-27	241728	460	0
2023-06-28	241728	460	0
2023-06-29	241728	460	0
2023-06-30	241728	460	0
2023-07-01	40621660	471	0
2023-07-02	241728	460	0
2023-07-03	11647431	463	0
2023-07-04	241728	460	0
2023-07-05	241728	460	0
2023-07-06	241728	460	0
2023-07-07	241728	460	0
2023-07-08	241728	460	0
2023-07-09	241728	460	0
2023-07-10	241728	460	0
2023-07-11	241728	460	0
2023-07-12	241728	460	0
2023-07-13	241728	460	0
2023-07-14	372908922	17705	0
2023-07-15	241728	460	0
2023-07-16	241728	460	0
2023-07-17	241728	460	0
2023-07-18	241728	460	0
2023-07-19	241728	460	0
2023-07-20	434882360	461	1
2023-07-21	241728	460	0
2023-07-22	241728	460	0
2023-07-23	241728	460	0
2023-07-24	241728	460	0
2023-07-25	241728	460	0
2023-07-26	177242014	1322	16
2023-07-27	241728	460	0
2023-07-28	241728	460	0
2023-07-29	38214346	462	2
2023-07-30	38214346	462	2
2023-07-31	241728	460	0
2023-08-01	241728	460	0
2023-08-02	241728	460	0
2023-08-03	241728	460	0
2023-08-04	241728	460	0
2023-08-05	241728	460	0
2023-08-06	241728	460	0
2023-08-07	241728	460	0
2023-08-08	241728	460	0
2023-08-09	241728	460	0
2023-08-10	241728	460	0
2023-08-11	241728	460	0
2023-08-12	241728	460	0
2023-08-13	241728	460	0
2023-08-14	241728	460	0
2023-08-15	241728	460	0
2023-08-16	88896714989	681	6
2023-08-17	241728	460	0
2023-08-18	241728	460	0
2023-08-19	241728	460	0
2023-08-20	241728	460	0
2023-08-21	241728	460	0
2023-08-22	241728	460	0
2023-08-23	241728	460	0
2023-08-24	241728	460	0
2023-08-25	241728	460	0
2023-08-26	241728	460	0
2023-08-27	241728	460	0
2023-08-28	241728	460	0
2023-08-29	38214346	462	2
2023-08-30	241728	460	0
2023-08-31	76186964	464	4
2023-09-01	241728	460	0
2023-09-02	241728	460	0
2023-09-03	725184	1380	0
2023-09-04	241728	460	0
2023-09-05	241728	460	0
2023-09-06	241728	460	0
2023-09-07	483456	920	0
2023-09-08	241728	460	0
2023-09-09	241728	460	0
2023-09-10	241728	460	0
2023-09-11	241728	460	0
2023-09-12	241728	460	0
2023-09-13	241728	460	0
2023-09-14	241728	460	0
2023-09-15	241728	460	0
2023-09-16	241728	460	0
2023-09-17	241728	460	0
2023-09-18	241728	460	0
2023-09-19	241728	460	0
2023-09-20	241728	460	0
2023-09-21	241728	460	0
2023-09-22	241728	460	0
2023-09-23	241728	460	0
2023-09-24	241728	460	0
2023-09-25	483456	920	0
2023-09-26	241728	460	0
2023-09-27	38214346	462	2
2023-09-28	1386144510	462	2
2023-09-29	241728	460	0
2023-09-30	241728	460	0
2023-10-01	241728	460	0
2023-10-02	241728	460	0
2023-10-03	85864	199	0
2023-10-11	241728	460	0
2023-10-15	35571104	1	1
2023-10-16	241728	460	0
2023-10-17	3131804959	3	3
2023-10-20	8050124789	961	0
2023-10-21	671383867297	80039	0
2023-10-22	608663980896	72563	0
2023-10-23	283283013219	34231	2
2023-10-24	350172622243	41744	2
2023-10-25	198956525859	23722	0
2023-10-31	8056869735911	3861	143
2023-11-01	1613243678832	57178	102
2023-11-02	74248936387	9311	2
2023-11-05	110473068447	13170	0
2023-11-06	241728	460	0
2023-11-12	64829532712	7729	0
2023-11-14	241728	460	0
2023-11-15	241728	460	0
2023-11-17	37972618	2	2
2023-11-19	198769008	75	0
2023-11-20	241728	460	0
2023-11-21	208412963	84	1
2023-11-22	488478604476	463	0
2023-11-24	6501119	469	1
2023-11-27	102448136	38	4
2023-11-29	2672422289286	126	105
2023-12-02	241728	460	0
2023-12-05	27444181	21	2
2023-12-06	483456	920	0
2023-12-07	241728	460	0
2023-12-08	16648583	4	0
2023-12-09	551511684	113	0
2023-12-10	7707058869	2062	0
2023-12-11	2037963578	879	0
2023-12-12	241728	460	0
2023-12-13	38214346	462	2
2023-12-19	22762852	3	3
2024-01-04	75945236	4	4
2024-01-11	241728	460	0
2024-01-22	147664743	367	25
2024-01-23	225015821	535	36
2024-01-24	278944799	595	42
2024-01-25	223665196	389	29
2024-01-26	348843721	664	54
2024-01-27	148390597	391	26
2024-01-28	180924058	438	31
2024-01-29	262667018	485	36
2024-01-30	157096562	359	33
2024-01-31	188443369	393	27
2024-02-01	261514601	582	43
2024-02-02	208345283	365	35
2024-02-03	223071848	373	36
2024-02-04	273710080	513	41
2024-02-05	71010058	211	13
2024-02-06	39917558	10	1
2024-02-14	29531980	1	1
2024-02-29	23824676	2	2
2024-03-08	61351452	15	0
2024-03-12	4698798203	5451	316
2024-03-13	5568695094	5863	376
2024-03-17	7897316	1	1
2024-03-20	7897316	1	1
2024-03-22	12410068	1	1
2024-03-26	66743272	7	2
2024-03-27	551800496	1599	54
2024-03-28	2762071055	8803	329
2024-03-29	115223677	364	17
2024-03-30	11613700	1	1
2024-04-04	518509281	1404	49
2024-04-05	971764785	2933	98
2024-04-06	1039450054	3070	120
2024-04-07	637618337	1760	79
2024-04-09	7764588	1	1
2024-04-22	13936440	1	1
2024-04-23	632760673	2868	14
2024-04-24	701586436	3343	13
2024-04-25	894459177	4225	15
2024-04-29	122058256	2	2
2024-05-02	1262924494	4963	26
2024-05-04	651464938	2677	14
2024-05-06	577264822	2248	13
2024-05-07	793449604	2388	61
2024-05-08	659571709	1928	50
2024-05-09	1539613373	4582	114
2024-05-10	482341388	1489	32
2024-05-11	17785552	1	1
2024-05-13	7830952	1	1
2024-05-14	12210976	1	1
2024-05-18	12210976	1	1
2024-05-20	7830952	1	1
2024-05-27	7764588	1	1
2024-05-28	7830952	1	1
2024-06-02	31655628	2	2
2024-06-05	7830952	1	1
2024-06-06	23426492	3	3
2024-06-07	7830952	1	1
2024-06-08	40415676	4	4
2024-06-09	11945520	1	1
2024-06-11	44397516	2	2
2024-06-12	167104552	10	10
2024-06-13	7764588	1	1
2024-06-15	27341968	3	3
2024-06-16	95564160	9	9
2024-06-17	17918280	2	2
2024-06-19	17652824	2	2
2024-06-21	11547336	1	1
2024-06-26	7830952	1	1
2024-07-01	7830952	1	1
2024-07-08	22829216	1	1
2024-07-09	1018235011	2943	67
2024-07-11	10435179065	3	3
2024-07-13	707399587	1924	52
2024-07-14	1047549806	2761	76
2024-07-15	801401871	2188	57
2024-07-16	978811787	2973	71
2024-07-17	455611662	1442	28
2024-07-18	37740388	116	2
2024-07-24	7897316	1	1
2024-07-26	3179135617	345	345
2024-07-27	9888236	1	1
2024-07-28	13206436	1	1
2024-08-01	7830952	1	1
2024-08-05	13073708	1	1
2024-08-06	1401431958	2	2
2024-08-07	2703185188	2	2
2024-08-08	1351592594	1	1
2024-08-10	9954600	1	1
2024-08-11	7830952	1	1
2024-08-14	1351592594	1	1
2024-08-15	17719188	2	2
2024-08-17	27142876	3	3
2024-08-18	29398424	3	3
2024-08-25	11879156	1	1
2024-08-26	36690511	6	2
2024-08-27	1323674007408	91	6
2024-08-28	13803712	1	1
2024-08-29	379634383575	33	8
2024-08-30	407623300125	720	693
2024-08-31	793464795985	53	3
2024-09-01	17785552	2	2
2024-09-02	313134966278	26	3
2024-09-03	137942909430	14	4
2024-09-04	479046713394	81	18
2024-09-05	77283819711	36	10
2024-09-06	1273616449933	39108	10
2024-09-07	3226983709256	142728	14
2024-09-08	2195129778222	102570	28
2024-09-09	2874061053873	135455	29
2024-09-10	3247201759406	152941	27
2024-09-11	2726607056875	128251	28
2024-09-12	18935055494	895	4
2024-09-13	70138372	16	1
2024-09-14	310784602	74	1
2024-09-20	504334248	103	0
2024-09-21	2180929146	6537	157
2024-09-22	632532970	1428	46
2024-09-23	10787548113	3762	37
2024-09-24	867488372	3084	74
2024-09-25	9836240903	3063	28
2024-09-26	7186607380	1901	14
2024-09-28	17851916	2	2
2024-09-29	42605688	4	4
2024-09-30	10215918172	2116	1
2024-10-01	13272800	1	1
2024-10-03	9954600	1	1
2024-10-06	4114568	1	1
2024-10-08	24753772	3	3
2024-10-09	14268260	2	2
2024-10-10	9216382340	95	95
2024-10-11	34552239	4	3
2024-10-12	153691174	3	3
2024-10-13	23758312	2	2
2024-10-15	55214848	5	5
2024-10-18	72617076	1	1
2024-10-19	31987448	3	3
2024-10-22	3047032556	345	345
2024-10-23	1226215637	252	2
2024-10-24	12410068	1	1
2024-10-28	10216780904	2116	1
2024-10-29	4114568	1	1
2024-10-30	5213437	1	1
2024-10-31	26346508	3	3
2024-11-01	4114568	1	1
2024-11-04	4114568	1	1
2024-11-07	14467352	1	1
2024-11-10	6503672	1	1
2024-11-11	4048204	1	1
2024-11-12	23028308	3	3
2024-11-13	24023768	2	2
2024-11-14	16325544	3	3
2024-11-15	22696488	2	2
2024-11-16	17984644	2	2
2024-11-18	13737348	2	2
2024-11-20	120038489	8	8
2024-11-21	14799172	2	2
2024-11-22	49972092	3	3
2024-11-23	1801372592	3	3
2024-11-24	43534784	4	4
2024-11-25	25616504	3	3
2024-11-26	52095740	6	6
2024-11-27	17785552	1	1
2024-11-28	39752036	5	5
2024-11-29	51365736	5	5
2024-11-30	4114568	1	1
2024-12-01	85675924	7	7
2024-12-02	843991982	102	5
2024-12-03	697887611	84	1
2025-01-18	19909200	1	1
2025-01-19	197565628	11	11
2025-01-20	155291760	8	8
2025-01-21	93440512	5	5
2025-01-22	39818400	2	2
2025-02-09	2314909048	102	102
2025-02-10	8244244657	158	158
2025-02-11	133773064206	6188	1350
2025-02-12	317005017073	8949	694
2025-02-13	149829451171	4379	344
2025-02-14	5041379076	3	3
2025-02-15	158455117616	6	6
2025-02-16	231588341306	6	6
2025-02-17	7705758072	2	2
2025-02-18	450015870124	7	7
2025-02-19	536032246324	4	4
2025-02-20	484034699444	6	6
2025-02-21	3225291143	1	1
2025-02-24	8229136	2	2
2025-03-03	518360	8	0
2025-03-04	866688	13	0
2025-03-05	177856	6	0
2025-03-06	194864	2	0
2025-03-07	209744	2	0
2025-03-08	726136	8	0
2025-03-09	881560	8	0
2025-03-10	472448	4	0
2025-03-11	539896	5	0
2025-03-12	402136	7	0
2025-03-13	14489324	4	3
2025-03-14	149616	2	0
2025-03-15	101312	2	0
2025-03-16	210344	3	0
2025-03-17	149656	1	0
2025-03-18	168208	2	0
2025-03-19	134392	1	0
2025-03-22	189776	2	0
2025-03-24	211848	2	0
2025-03-27	31088	1	0
2025-03-31	94144	1	0
2025-04-03	116136	2	0
2025-04-06	137272	1	0
2025-04-08	270400	2	0
2025-04-09	106088	1	0
2025-04-23	4114568	1	1
2025-05-03	22840	1	0
2025-05-15	2866792420	274	0
2025-05-16	4114568	1	1
2025-05-22	12874616	3	3
2025-05-31	150609636	1	1
2025-06-13	9954600	2	2
2025-06-18	8229136	2	2
2025-06-20	1974029936	3	3
2025-06-25	750207	237	0
2025-06-26	369859	150	0
2025-06-29	18051008	3	3
2025-07-04	8560956	2	2
2025-07-15	155246	42	0
2025-07-16	643239	258	0
2025-07-19	4114568	1	1
2025-07-26	316565820967	6042	0
2025-07-27	396441598368	7604	0
2025-07-28	356906068247	6834	0
2025-07-29	734811291039	14024	0
2025-07-30	732095681637	13979	0
2025-07-31	858011650985	16389	0
2025-08-01	819559170882	15648	0
2025-08-02	1294951550381	24718	0
2025-08-03	1139011544370	21742	0
2025-08-04	1204424034761	22991	0
2025-08-05	1219410468392	23274	0
2025-08-06	1108489426741	21156	0
2025-08-07	728047804479	13899	0
2025-08-08	987116168719	18840	0
2025-08-09	680905768943	13003	0
2025-08-10	730896168179	13946	0
2025-08-11	1072057284312	20458	1
2025-08-12	713677811043	13623	0
2025-08-13	185315025961	3537	0
2025-08-14	721667852465	13774	0
2025-08-15	930439145184	17754	0
2025-08-16	206781673797	3950	0
2025-08-17	518217949055	9892	0
2025-08-18	293683054272	5607	0
2025-08-19	74509138038	1423	0
2025-08-20	29279531079	559	0
2025-08-21	184469418453	3522	1
2025-08-22	71325662945	1363	0
2025-08-23	340885743689	6503	0
2025-08-24	42287949112	809	0
2025-08-26	72517495	2	0
2025-08-27	105035552999	2007	0
2025-08-28	141048221517	2694	0
2025-08-29	1031996883560	19694	0
2025-08-30	380879418832	7270	1
2025-08-31	736626044569	14055	0
2025-09-01	242623929530	4630	0
2025-09-02	575834609711	10988	2
2025-09-03	386745679359	7379	0
2025-09-04	390844674039	7464	0
2025-09-05	380112706498	7255	0
2025-09-06	10613570018	205	0
2025-09-07	144634140173	2763	2
2025-09-08	165423290979	3159	0
2025-09-09	80492915665	1540	2
2025-09-10	53081660955	1016	0
2025-09-11	44545011445	852	0
2025-09-12	66246445064	1268	0
2025-09-13	295465415598	5639	0
2025-09-18	23300679	21	5
2025-09-19	28963495	63	5
2025-09-22	55869706	126	10
2025-09-24	56068798	126	10
2025-09-25	27901671	63	5
2025-09-26	16856456	4	4
2025-09-29	7520307	9	1
2025-10-07	44491871	79	9
2025-10-08	19827842	15	3
2025-10-09	8221639	7	1
2025-10-12	40384800	72	8
2025-10-14	40583892	72	8
2025-10-15	39787524	72	8
2025-10-16	80504144	144	16
2025-10-25	55207971	7	1
2025-10-26	41180340	72	8
2025-10-27	83888708	144	16
2025-10-28	128784604	217	25
2025-10-29	81433240	144	16
2025-11-04	51509642	90	10
2025-11-05	21187860	36	4
2025-11-06	20922404	36	4
2025-11-07	30321782	54	6
2025-11-08	19993308	36	4
2025-11-09	31649062	54	6
2025-11-10	43660946	55	7
2025-11-11	20988768	36	4
2025-11-12	20258764	36	4
2025-11-13	20789676	36	4
2025-11-14	9930290	18	2
2025-11-15	21013078	19	3
2025-11-16	8868466	18	2
2025-11-17	10593930	18	2
2025-11-18	8204826	18	2
2025-11-19	9996654	18	2
2025-11-20	7939370	18	2
2025-11-21	9930290	18	2
2025-11-22	10593930	18	2
2025-11-23	10527566	18	2
2025-11-24	14111222	19	3
2025-11-25	10328474	18	2
2025-11-26	10328474	18	2
2025-11-27	9863926	18	2
2025-11-28	10129382	18	2
2025-11-29	9996654	18	2
2025-11-30	21278534	19	3
2025-12-01	10394838	18	2
2025-12-02	10262110	18	2
2025-12-03	9863926	18	2
2025-12-04	10063018	18	2
2025-12-05	9797562	18	2
2025-12-06	9863926	18	2
2025-12-07	9930290	18	2
2025-12-08	20391492	36	4
2025-12-09	95065852	37	5
2025-12-10	20391492	36	4
2025-12-12	349830476972	20130	0
2025-12-13	321650838436	19501	1
2025-12-14	72127817989	11936	0
2025-12-15	603732253582	38700	0
2025-12-16	104151531202	12214	349
2025-12-17	122081114656	15412	4
2025-12-18	268469870476	6850	146
2025-12-19	848579856296	19586	415
2025-12-20	373217229886	41309	0
2025-12-21	118463611298	20653	1
2025-12-22	230242439828	21230	0
2025-12-23	239590632760	28733	0
2025-12-25	404877447229	34741	0
2025-12-26	14461355586	2759	0
2025-12-27	134750754726	17751	0
2025-12-28	11653491370613	31646	137
2025-12-29	24860222141	4742	0
2025-12-30	104601496209	18163	0
2025-12-31	183986876416	27474	0
2026-01-01	70513962897	9607	0
2026-01-02	149660756040	9725	0
2026-01-03	199166380061	34422	0
2026-01-04	139280607072	24806	2
2026-01-05	122231255865	23334	2
2026-01-06	13139950412	2539	4
2026-01-07	108167175006	11420	2
2026-01-08	92033007144	12176	8
2026-01-09	306868775904	25116	2
2026-01-10	193701258119	4034	2
2026-01-11	71691056519	11920	0
2026-01-16	351107010897	184	0
2026-01-17	389577953176	232	0
2026-01-18	545699290504	270	0
2026-01-19	161333129031	92	1
2026-01-22	63268893550	12070	0
2026-01-23	854078106992	70657	4
2026-01-24	165328437775	22401	4
2026-01-26	179700413711	28530	0
2026-01-27	655062713033	52405	2
2026-01-28	146697455359	18944	4
2026-01-29	1270682753869	63899	2
2026-01-30	474150058942	64034	4
2026-01-31	506877052625	67483	1
2026-02-01	788090351834	61966	0
2026-02-02	329903836751	45562	0
2026-02-03	386853014921	40594	0
2026-02-04	832522875087	78581	4
2026-02-05	538901500084	28728	28
2026-02-06	572441468	498	81
2026-02-10	20325128	36	4
2026-02-11	65907729	37	3
2026-02-12	20988768	36	4
2026-02-17	20590584	36	4
2026-02-18	265946707	8	8
2026-02-20	181561716	84	20
2026-02-24	60306970	125	10
2026-02-25	759707953192	14799	23
2026-02-26	168713704	391	28
2026-02-27	171405073	389	28
2026-02-28	238581133	433	36
2026-03-01	212512016	448	32
2026-03-02	166513752	347	28
2026-03-03	118065812	253	18
2026-03-04	159551980	297	25
2026-03-05	195781094	430	31
2026-03-06	169550668	400	27
2026-03-07	182940289	399	30
2026-03-08	175980763	406	28
2026-03-09	112059074	250	18
2026-03-10	73141979	170	12
2026-03-11	52596607	1	1
2026-03-12	57736680	4	4
2026-03-13	7100948	1	1
2026-03-16	6943910	18	2
2026-03-17	42381458	22	6
2026-03-18	26014688	3	3
2026-03-19	2826506640	290	290
2026-03-20	21785136	37	5
2026-03-21	17453732	3	3
2026-03-24	27939244	2	2
2026-03-25	141156228	12	12
2026-03-26	414924024	32	26
2026-03-27	20164356274	55	36
2026-03-28	240677919	32	15
2026-03-29	8174317226	4597	366
2026-03-30	350591475	23	19
2026-03-31	248315540	9	9
2026-04-01	232539456	9	9
2026-04-02	20143528868	17	16
2026-04-03	1587708393	21	20
2026-04-04	316813867	39	39
2026-04-05	852076994	79	79
2026-04-06	507402061	52	52
2026-04-07	300301020	66	53
2026-04-08	418002694	35	35
2026-04-09	55679396	10	10
2026-04-10	434469178	33	28
2026-04-11	806262866	58	58
2026-04-12	429836406	44	44
2026-04-13	677650345	58	58
2026-04-14	372782963	39	39
2026-04-15	617215487	64	64
2026-04-16	406059535	45	45
2026-04-17	376814792	38	38
2026-04-18	394766435	28	28
2026-04-19	120052476	8	8
2026-04-20	349092384	59	27
2026-04-21	3382342284	354	290
2026-04-22	417077019	84	52
2026-04-23	574509488	100	74
2026-04-24	331557196	23	23
2026-04-25	156121491	16	16
2026-04-26	667136685	36	36
2026-04-27	13471892	2	2
2026-04-28	225138320	9	9
2026-04-29	223607312	10	10
2026-04-30	633823332	90	86
2026-05-01	2538608641	368	347
2026-05-02	418446200	41	41
2026-05-03	206052282	28	28
2026-05-05	17719188	1	1
2026-05-06	9689144	1	1
2026-05-07	27275604	2	2
2026-05-09	50834824	3	3
2026-05-10	19975565	3	2
2026-05-11	14135532	1	1
2026-05-12	107349039	31	7
2026-05-14	28090774	95	7
2026-05-15	9995381669	551	25
2026-05-16	516520425530	10168	21
